PMID,YearPub,Journal,Authors,Title,Abstract,PMCID,DOI,concepts,Pathogen,replacingPMID,include,exclusionReason
21303914,2011,Gut,"Kelly, Christabel;Klenerman, Paul;Barnes, Eleanor",Interferon lambdas: the next cytokine storm.,"For two decades the scientific community has sought to understand why some people clear hepatitis C virus (HCV) and others do not. Recently, several large genome-wide association studies have identified single nucleotide polymorphisms (SNPs) linked to interferon lambda 3 (IFNÎ»3) that are associated with the spontaneous resolution and successful treatment of HCV infection. These observations are generating intense research activity; the hope is that IFNÎ»3 genetic variants may serve as important predictive biomarkers of treatment outcome and offer new insights into the biological pathways involved in viral control. A pharmacogenomic treatment approach for HCV can now be envisaged, with the incorporation of host genetic variants into a predictive treatment algorithm with other factors. The SNPs associated with the clinical outcome of HCV infection are located some distance from the IFNÎ»3 gene itself, and causal genetic variants have yet to be clearly defined. Locating these causal variants, mapping in detail the IFNÎ»3 signalling pathways and determining the downstream genetic signature so induced will clarify the role of IFNÎ»3 in the pathogenesis of HCV. Clinical studies assessing safety and efficacy in the treatment of HCV with exogenous IFNÎ»3 are currently underway. Early results suggest that IFNÎ»3 treatment inhibits HCV replication and is associated with a limited side effect profile. However, hepatotoxicity in both healthy volunteers and HCV-infected patients has been described. This review discusses the genetic studies that link IFNÎ»3 to both the spontaneous resolution and treatment-induced clearance of HCV and the potential impact of this in clinical practice, the biology of IFNÎ»3 as currently understood and how this may impact on HCV infection, and describes the early studies that assess the role of this cytokine in the treatment of patients with HCV.",PMC3152870,10.1136/gut.2010.222976,clinical;outcome;genome;treatment,Hepatitis C,26973228,,
27304978,2016,PLoS genetics,"Lequime, Sebastian;Fontaine, Albin;Ar Gouilh, Meriadeg;Moltini-Conclois, Isabelle;Lambrechts, Louis","Genetic Drift, Purifying Selection and Vector Genotype Shape Dengue Virus Intra-host Genetic Diversity in Mosquitoes.","Due to their error-prone replication, RNA viruses typically exist as a diverse population of closely related genomes, which is considered critical for their fitness and adaptive potential. Intra-host demographic fluctuations that stochastically reduce the effective size of viral populations are a challenge to maintaining genetic diversity during systemic host infection. Arthropod-borne viruses (arboviruses) traverse several anatomical barriers during infection of their arthropod vectors that are believed to impose population bottlenecks. These anatomical barriers have been associated with both maintenance of arboviral genetic diversity and alteration of the variant repertoire. Whether these patterns result from stochastic sampling (genetic drift) rather than natural selection, and/or from the influence of vector genetic heterogeneity has not been elucidated. Here, we used deep sequencing of full-length viral genomes to monitor the intra-host evolution of a wild-type dengue virus isolate during infection of several mosquito genetic backgrounds. We estimated a bottleneck size ranging from 5 to 42 founding viral genomes at initial midgut infection, irrespective of mosquito genotype, resulting in stochastic reshuffling of the variant repertoire. The observed level of genetic diversity increased following initial midgut infection but significantly differed between mosquito genetic backgrounds despite a similar initial bottleneck size. Natural selection was predominantly negative (purifying) during viral population expansion. Taken together, our results indicate that dengue virus intra-host genetic diversity in the mosquito vector is shaped by genetic drift and purifying selection, and point to a novel role for vector genetic factors in the genetic breadth of virus populations during infection. Identifying the evolutionary forces acting on arboviral populations within their arthropod vector provides novel insights into arbovirus evolution.",PMC4909269,10.1371/journal.pgen.1006111,genome;diversity;vector,Dengue virus,27030492,,
23533624,2013,PloS one,"Drumond, BetÃ¢nia Paiva;Mondini, Adriano;Schmidt, Diane J;de Morais Bronzoni, Roberta Vieira;Bosch, Irene;Nogueira, MaurÃ_cio Lacerda","Circulation of different lineages of Dengue virus 2, genotype American/Asian in Brazil: dynamics and molecular and phylogenetic characterization.","The American/Asian genotype of Dengue virus type 2 (DENV-2) was introduced into the Americas in the 80's. Although there is no data showing when this genotype was first introduced into Brazil, it was first detected in Brazil in 1990. After which the virus spread throughout the country and major epidemics occurred in 1998, 2007/08 and 2010. In this study we sequenced 12 DENV-2 genomes obtained from serum samples of patients with dengue fever residing in SÃ£o JosÃ© do Rio Preto, SÃ£o Paulo (SJRP/SP), Brazil, in 2008. The whole open reading frame or envelope sequences were used to perform phylogenetic, phylogeographic and evolutionary analyses. Isolates from SJRP/SP were grouped within one lineage (BR3) close to isolates from Rio de Janeiro, Brazil. Isolates from SJRP were probably introduced there at least in 2007, prior to its detection in the 2008 outbreak. DENV-2 circulation in Brazil is characterized by the introduction, displacement and circulation of three well-defined lineages in different times, most probably from the Caribbean. Thirty-seven unique amino acid substitutions were observed among the lineages, including seven amino acid differences in domains I to III of the envelope protein. Moreover, we dated here, for the first time, the introduction of American/Asian genotype into Brazil (lineage BR1) to 1988/89, followed by the introduction of lineages BR2 (1998-2000) and BR3 (2003-05). Our results show a delay between the introduction and detection of DENV-2 lineages in Brazil, reinforcing the importance and need for surveillance programs to detect and trace the evolution of these viruses. Additionally, Brazilian DENV-2 differed in genetic diversity, date of introduction and geographic origin and distribution in Brazil, and these are important factors for the evolution, dynamics and control of dengue.",PMC3606110,10.1371/journal.pone.0059422,characterization;genome;diversity,Dengue virus,27030492,,
22195239,2011,Gut and liver,"Jeong, Sook-Hyang",Current status of hepatitis e virus infection in Korea.,"Hepatitis E virus (HEV) is an emerging pathogen associated with acute viral hepatitis, and HEV is becoming increasingly recognized. Approximately 2% of acute viral hepatitis is caused by HEV, and 18 cases of hepatitis E have been reported in Korea. Of these cases, only two have involved a history of travel from India, which suggests that they were imported cases. The remaining reported cases include a sporadic case of acute hepatitis E with genotype 4 HEV isolates and identification of the full genome sequence, as well as another case of genotype 4 HEV hepatitis that developed after ingestion of the raw bile juice of a wild bear living on a mountain in southern Korea. Moreover, genotype 3 HEV, which shows close genetic homology with swine HEV in Korea, has been detected in collected human serum samples. Therefore, genotypes 3 and 4 HEV are currently circulating in the Korean community and may be related to zoonotic transmission and food-borne infection. The reported anti-HEV seroprevalence of 17% to 27% in the Korean population suggests that HEV infection has been autochthonously circulating, thereby resulting in subclinical infection in Korea. Given the discrepancies among anti-HEV assays, the diagnosis of hepatitis E should be made with caution using adequate antibody assays, and HEV RNA should be preferably detected from the stool. Further virological characterization and epidemiological study of the virus are warranted.",PMC3240784,10.5009/gnl.2011.5.4.427,genome,Hepatitis E;Heptatis - General,27075261,,
21239205,2011,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,"Maillard, E","[Epidemiology, natural history and pathogenesis of hepatocellular carcinoma].","Hepatocellular carcinoma (HCC) is the main type of primary liver cancers and the third most common cause of cancer mortality worldwide. In France, rising number between 5000 and 6000 cases are diagnosed each year. The major risk factor for hepatocellular carcinoma is chronic hepatitis: viral hepatitis B, viral hepatitis C, consumption of alcohol, hemochromatosis. Hepatocellular carcinoma is closely associated to liver cirrhosis, which is a true precancerous state. Because hepatocarcinogenesis is a long and heterogeneous process, there is still much to understand. Many genetic and epigenetic alterations are described leading to changes in cellular signalling cascades involved in regulation of growth, differentiation, apoptosis, motility. Hepatitis viruses play a direct oncogenic role through the interaction between viral and cellular proteins, which control cell homeostasis, or by the integration of hepatitis B virus genome into the host genome. Furthermore, hepatitis viruses play an indirect oncogenic role by causing chronic inflammation and hepatocyte regeneration related to viral hepatopathy. In expectation of a better understanding of hepatocarcinogenesis and new treatments, prevention from risk factors and ultrasonographic screening of patients with cirrhosis should increase prognosis.",NA,NA,genome;cancer,Heptatis - General,27075261,,
23199501,2012,Best practice &amp; research. Clinical gastroenterology,"Doyle, Joseph S;Hellard, Margaret E;Thompson, Alexander J",The role of viral and host genetics in natural history andÂ treatment of chronic HCV infection.,"Understanding of the natural history and treatment responsiveness of chronic hepatitis C virus (HCV) infection has evolved rapidly in recent years. Advances in HCV molecular virology and host genetics can now better predict spontaneous clearance and treatment outcomes. HCV genotype is the most important viral factor predicting interferon-Î± treatment responsiveness; HCV-1 subtype is emerging as a key determinant of the efficacy of direct acting antiviral therapy. Genome-wide association studiesÂ have recently identified several clinically important hostÂ determinants of the outcomes of peginterferon-Î± and ribavirin treatment outcome: IL28B polymorphism is associated with spontaneous clearance and treatment responsiveness; ITPA polymorphism protects against ribavirin-induced anaemia and dose reductions; genetic determinants of liver fibrosis progression rate have been proposed. In this review, we evaluate the role of viral and host genetics in the natural history and treatment outcomes of chronic HCV infection, and consider how this knowledge might help individualize clinical management in the era of DAA therapy.",NA,NA,clinical;treatment;genome;genotype,Hepatitis C,27170381,,
23109445,2012,Annals of hepatology,"Venegas, Mauricio;Brahm, Javier;Villanueva, Rodrigo A",Genomic determinants of hepatitis C virus antiviral therapy outcomes: toward individualized treatment.,"Hepatitis C virus (HCV) is an important global health problem with an estimated prevalence of more than 170 million infected individuals worldwide. Currently, the standard antiviral therapy, based on pegylated interferon alpha and ribavirin, can achieve a virological response in only nearly 50% of the patients infected with HCV genotype 1, the most widely distributed globally. During the last years, relevant data from genome-wide association studies (GWAS) about the impact and contribution of the patient genomics on viral infection outcomes has suggested the possibility that an individualized antiviral therapy can be considered. In this review, we analyze the existing information on single nucleotide polymorphisms (SNPs) of several host genes and viral factors that influence, as a whole, the outcome of the standard antiviral therapy, and that might be used to predict an individualized antiviral response. We also discuss the clinical data within the most recent context of the triple antiviral therapy.",NA,NA,genome;clinical;treatment;genotype,Hepatitis C,27170381,,
24549846,2014,mBio,"Cotten, Matthew;Watson, Simon J;Zumla, Alimuddin I;Makhdoom, Hatem Q;Palser, Anne L;Ong, Swee Hoe;Al Rabeeah, Abdullah A;Alhakeem, Rafat F;Assiri, Abdullah;Al-Tawfiq, Jaffar A;Albarrak, Ali;Barry, Mazin;Shibl, Atef;Alrabiah, Fahad A;Hajjar, Sami;Balkhy, Hanan H;Flemban, Hesham;Rambaut, Andrew;Kellam, Paul;Memish, Ziad A","Spread, circulation, and evolution of the Middle East respiratory syndrome coronavirus.","The Middle East respiratory syndrome coronavirus (MERS-CoV) was first documented in the Kingdom of Saudi Arabia (KSA) in 2012 and, to date, has been identified in 180 cases with 43% mortality. In this study, we have determined the MERS-CoV evolutionary rate, documented genetic variants of the virus and their distribution throughout the Arabian peninsula, and identified the genome positions under positive selection, important features for monitoring adaptation of MERS-CoV to human transmission and for identifying the source of infections. Respiratory samples from confirmed KSA MERS cases from May to September 2013 were subjected to whole-genome deep sequencing, and 32 complete or partial sequences (20 were â‰¥ 99% complete, 7 were 50 to 94% complete, and 5 were 27 to 50% complete) were obtained, bringing the total available MERS-CoV genomic sequences to 65. An evolutionary rate of 1.12 Ã— 10(-3) substitutions per site per year (95% credible interval [95% CI], 8.76 Ã— 10(-4); 1.37 Ã— 10(-3)) was estimated, bringing the time to most recent common ancestor to March 2012 (95% CI, December 2011; June 2012). Only one MERS-CoV codon, spike 1020, located in a domain required for cell entry, is under strong positive selection. Four KSA MERS-CoV phylogenetic clades were found, with 3 clades apparently no longer contributing to current cases. The size of the population infected with MERS-CoV showed a gradual increase to June 2013, followed by a decline, possibly due to increased surveillance and infection control measures combined with a basic reproduction number (R0) for the virus that is less than 1.</AbstractText>: The Middle East respiratory syndrome coronavirus (MERS-CoV) was first documented in the Kingdom of Saudi Arabia (KSA) in 2012 and, to date, has been identified in 180 cases with 43% mortality. In this study, we have determined the MERS-CoV evolutionary rate, documented genetic variants of the virus and their distribution throughout the Arabian peninsula, and identified the genome positions under positive selection, important features for monitoring adaptation of MERS-CoV to human transmission and for identifying the source of infections. Respiratory samples from confirmed KSA MERS cases from May to September 2013 were subjected to whole-genome deep sequencing, and 32 complete or partial sequences (20 were â‰¥ 99% complete, 7 were 50 to 94% complete, and 5 were 27 to 50% complete) were obtained, bringing the total available MERS-CoV genomic sequences to 65. An evolutionary rate of 1.12 Ã— 10(-3) substitutions per site per year (95% credible interval [95% CI], 8.76 Ã— 10(-4); 1.37 Ã— 10(-3)) was estimated, bringing the time to most recent common ancestor to March 2012 (95% CI, December 2011; June 2012). Only one MERS-CoV codon, spike 1020, located in a domain required for cell entry, is under strong positive selection. Four KSA MERS-CoV phylogenetic clades were found, with 3 clades apparently no longer contributing to current cases. The size of the population infected with MERS-CoV showed a gradual increase to June 2013, followed by a decline, possibly due to increased surveillance and infection control measures combined with a basic reproduction number (R0) for the virus that is less than 1.IMPORTANCE: MERS-CoV adaptation toward higher rates of sustained human-to-human transmission appears not to have occurred yet. While MERS-CoV transmission currently appears weak, careful monitoring of changes in MERS-CoV genomes and of the MERS epidemic should be maintained. The observation of phylogenetically related MERS-CoV in geographically diverse locations must be taken into account in efforts to identify the animal source and transmission of the virus.",PMC3944817,10.1128/mBio.01062-13,genome;transmission,SARS Coronavirus;MERS coronavirus,27217178,,
25103205,2014,Virology journal,"Shirato, Kazuya;Yano, Takuya;Senba, Syouhei;Akachi, Shigehiro;Kobayashi, Takashi;Nishinaka, Takamichi;Notomi, Tsugunori;Matsuyama, Shutoku",Detection of Middle East respiratory syndrome coronavirus using reverse transcription loop-mediated isothermal amplification (RT-LAMP).,"BACKGROUND: The first documented case of Middle East Respiratory Syndrome coronavirus (MERS-CoV) occurred in 2012, and outbreaks have continued ever since, mainly in Saudi Arabia. MERS-CoV is primarily diagnosed using a real-time RT-PCR assay, with at least two different genomic targets required for a positive diagnosis according to the case definition of The World Health Organization (WHO) as of 3 July 2013. Therefore, it is urgently necessary to develop as many specific genetic diagnostic methods as possible to allow stable diagnosis of MERS-CoV infections.METHODS: Reverse transcription-loop-mediated isothermal amplification (RT-LAMP) is a genetic diagnostic method used widely for the detection of viral pathogens, which requires only a single temperature for amplification, and can be completed in less than 1 h. This study developed a novel RT-LAMP assay for detecting MERS-CoV using primer sets targeting a conserved nucleocapsid protein region.RESULTS: The RT-LAMP assay was capable of detecting as few as 3.4 copies of MERS-CoV RNA, and was highly specific, with no cross-reaction to other respiratory viruses. Pilot experiments to detect MERS-CoV from medium containing pharyngeal swabs inoculated with pre-titrated viruses were also performed. The RT-LAMP assay exhibited sensitivity similar to that of MERS-CoV real-time RT-PCR.CONCLUSIONS: These results suggest that the RT-LAMP assay described here is a useful tool for the diagnosis and epidemiologic surveillance of human MERS-CoV infections.",PMC4132226,10.1186/1743-422X-11-139,outbreak;mBio,SARS Coronavirus;MERS coronavirus,27217178,,
28566313,2017,Journal of clinical microbiology,"Lee, Jee-Soo;Ahn, Ji Soo;Yu, Byeong Su;Cho, Sung Im;Kim, Man Jin;Choi, Jong Moon;Seo, Soo Hyun;Park, Sung Sup;Seong, Moon-Woo","Evaluation of a Real-Time RT-PCR Assay for Detection of MERS-CoV in Clinical Samples from an Outbreak in South Korea, 2015.","In the period from September 2012 to April 2017, 1,936 laboratory-confirmed Middle East respiratory syndrome coronavirus (MERS-CoV) cases, including 690 mortalities, were reported from 27 countries (http://www.who.int/emergencies/mers-cov/en/).â€_.",NA,NA,outbreak,SARS Coronavirus;MERS coronavirus,27374710,,
23943763,2013,mBio,"Angelini, Megan M;Akhlaghpour, Marzieh;Neuman, Benjamin W;Buchmeier, Michael J","Severe acute respiratory syndrome coronavirus nonstructural proteins 3, 4, and 6 induce double-membrane vesicles.","Coronaviruses (CoV), like other positive-stranded RNA viruses, redirect and rearrange host cell membranes for use as part of the viral genome replication and transcription machinery. Specifically, coronaviruses induce the formation of double-membrane vesicles in infected cells. Although these double-membrane vesicles have been well characterized, the mechanism behind their formation remains unclear, including which viral proteins are responsible. Here, we use transfection of plasmid constructs encoding full-length versions of the three transmembrane-containing nonstructural proteins (nsps) of the severe acute respiratory syndrome (SARS) coronavirus to examine the ability of each to induce double-membrane vesicles in tissue culture. nsp3 has membrane disordering and proliferation ability, both in its full-length form and in a C-terminal-truncated form. nsp3 and nsp4 working together have the ability to pair membranes. nsp6 has membrane proliferation ability as well, inducing perinuclear vesicles localized around the microtubule organizing center. Together, nsp3, nsp4, and nsp6 have the ability to induce double-membrane vesicles that are similar to those observed in SARS coronavirus-infected cells. This activity appears to require the full-length form of nsp3 for action, as double-membrane vesicles were not seen in cells coexpressing the C-terminal truncation nsp3 with nsp4 and nsp6.</AbstractText>: Coronaviruses (CoV), like other positive-stranded RNA viruses, redirect and rearrange host cell membranes for use as part of the viral genome replication and transcription machinery. Specifically, coronaviruses induce the formation of double-membrane vesicles in infected cells. Although these double-membrane vesicles have been well characterized, the mechanism behind their formation remains unclear, including which viral proteins are responsible. Here, we use transfection of plasmid constructs encoding full-length versions of the three transmembrane-containing nonstructural proteins (nsps) of the severe acute respiratory syndrome (SARS) coronavirus to examine the ability of each to induce double-membrane vesicles in tissue culture. nsp3 has membrane disordering and proliferation ability, both in its full-length form and in a C-terminal-truncated form. nsp3 and nsp4 working together have the ability to pair membranes. nsp6 has membrane proliferation ability as well, inducing perinuclear vesicles localized around the microtubule organizing center. Together, nsp3, nsp4, and nsp6 have the ability to induce double-membrane vesicles that are similar to those observed in SARS coronavirus-infected cells. This activity appears to require the full-length form of nsp3 for action, as double-membrane vesicles were not seen in cells coexpressing the C-terminal truncation nsp3 with nsp4 and nsp6.IMPORTANCE: Although the majority of infections caused by coronaviruses in humans are relatively mild, the SARS outbreak of 2002 to 2003 and the emergence of the human coronavirus Middle Eastern respiratory syndrome (MERS-CoV) in 2012 highlight the ability of these viruses to cause severe pathology and fatality. Insight into the molecular biology of how coronaviruses take over the host cell is critical for a full understanding of any known and possible future outbreaks caused by these viruses. Additionally, since membrane rearrangement is a tactic used by all known positive-sense single-stranded RNA viruses, this work adds to that body of knowledge and may prove beneficial in the development of future therapies not only for human coronavirus infections but for other pathogens as well.",PMC3747587,10.1128/mBio.00524-13,genome;outbreak,SARS Coronavirus;MERS coronavirus,27374710,,
24799627,2014,Infection and immunity,"Tozzoli, Rosangela;Grande, Laura;Michelacci, Valeria;Fioravanti, Rosa;Gally, David;Xu, Xuefang;La Ragione, Roberto;Anjum, Muna;Wu, Guanghui;Caprioli, Alfredo;Morabito, Stefano",Identification and characterization of a peculiar vtx2-converting phage frequently present in verocytotoxin-producing Escherichia coli O157 isolated from human infections.,"Certain verocytotoxin-producing Escherichia coli (VTEC) O157 phage types (PTs), such as PT8 and PT2, are associated with severe human infections, while others, such as PT21, seem to be restricted to cattle. In an attempt to delve into the mechanisms underlying such a differential distribution of PTs, we performed microarray comparison of human PT8 and animal PT21 VTEC O157 isolates. The main differences observed were in the vtx2-converting phages, with the PT21 strains bearing a phage identical to that present in the reference strain EDL933, BP933W, and all the PT8 isolates displaying lack of hybridization in some regions of the phage genome. We focused on the region spanning the gam and cII genes and developed a PCR tool to investigate the presence of PT8-like phages in a panel of VTEC O157 strains belonging to different PTs and determined that a vtx2 phage reacting with the primers deployed, which we named Î_8, was more frequent in VTEC O157 strains from human disease than in bovine strains. No differences were observed in the production of the VT2 mRNA when Î_8-positive strains were compared with VTEC O157 possessing BP933W. Nevertheless, we show that the gam-cII region of phage Î_8 might carry genetic determinants downregulating the transcription of the genes encoding the components of the type III secretion system borne on the locus of enterocyte effacement pathogenicity island.",PMC4097640,10.1128/IAI.01836-14,drug resistance;genome;clinical;diagnosis,Escherichia coli,27380549,,
26613761,2015,BMC research notes,"Mohammed, Manal;Cormican, Martin",Whole genome sequencing provides possible explanations for the difference in phage susceptibility among two Salmonella Typhimurium phage types (DT8 and DT30) associated with a single foodborne outbreak.,"BACKGROUND: Phage typing has been used for decades as a rapid, low cost approach for the epidemiological surveillance of Salmonella enterica subsp. enterica serovar Typhimurium. Although molecular methods are replacing phage typing the system is still in use and provides a valuable model for study of phage-host interaction. Phage typing depends on the pattern of bacterial resistance or sensitivity to a panel of specific bacteriophages. In the phage typing scheme, S. Typhimurium definitive phage types (DT) 8 and 30 differ greatly in their susceptibility to the 30 typing phages of S. Typhimurium; DT8 is susceptible to 11 phages whereas DT30 is resistant to all typing phages except one phage although both DT8 and DT30 were reported to be associated with a single foodborne salmonellosis outbreak in Ireland between 2009 and 2011. We wished to study the genomic correlates of the DT8 and DT30 difference in phage susceptibility using the whole genome sequence (WGS) of S. Typhimurium DT8 and DT30 representatives.RESULTS: Comparative genome analysis revealed that both S. Typhimurium DT8 and DT30 are lysogenic for three prophages including two S. Typhimurium associated prophages (Gifsy-2 and ST64B) and one S. Enteritidis associated prophage (Enteritidis lysogenic phage S) which has not been detected previously in S. Typhimurium. Furthermore, DT8 and DT30 contain identical clustered regularly interspaced short palindromic repeats (CRISPRs). Interestingly, S. Typhimurium DT8 harbours an accessory genome represented by a virulence plasmid that is highly related to the pSLT plasmid of S. Typhimurium strain LT2 (phage typed as DT4) and codes a unique methyltransferase (MTase); M.EcoGIX related MTase. This plasmid is not detected in DT30. On the other hand, DT30 carries a unique genomic island similar to the integrative and conjugative element (ICE) of Enterotoxigenic Escherichia coli (ETEC) and encodes type IV secretion pathway system (T4SS) and several hypothetical proteins. This genomic island is not detected in DT8.CONCLUSIONS: We suggest that differences in phage susceptibility between DT8 and DT30 may be related to acquisition of ICE in DT30 and loss of pSLT like plasmid that might be associated with DT30 resistance to almost all phages used in the typing scheme. Additional studies are required to determine the significance of the differences among DT8 and DT30 in relation to the difference in phage susceptibility. This study represents an initial step toward understanding the molecular basis of this host-phage relationship.",PMC4661946,10.1186/s13104-015-1687-6,genome;clinical;diagnosis;drug resistance;mBio,Escherichia coli;Salmonella Enterica;Salmonella typhimurium,27380549,,
23152532,2012,Journal of virology,"Nomura, Shigeru;Hosoya, Noriaki;Brumme, Zabrina L;Brockman, Mark A;Kikuchi, Tadashi;Koga, Michiko;Nakamura, Hitomi;Koibuchi, Tomohiko;Fujii, Takeshi;Carlson, Jonathan M;Heckerman, David;Kawana-Tachikawa, Ai;Iwamoto, Aikichi;Miura, Toshiyuki",Significant reductions in Gag-protease-mediated HIV-1 replication capacity during the course of the epidemic in Japan.,"Human immunodeficiency virus type 1 (HIV-1) evolves rapidly in response to host immune selection pressures. As a result, the functional properties of HIV-1 isolates from earlier in the epidemic may differ from those of isolates from later stages. However, few studies have investigated alterations in viral replication capacity (RC) over the epidemic. In the present study, we compare Gag-Protease-associated RC between early and late isolates in Japan (1994 to 2009). HIV-1 subtype B sequences from 156 antiretroviral-naÃ¯ve Japanese with chronic asymptomatic infection were used to construct a chimeric NL4-3 strain encoding plasma-derived gag-protease. Viral replication capacity was examined by infecting a long terminal repeat-driven green fluorescent protein-reporter T cell line. We observed a reduction in the RC of chimeric NL4-3 over the epidemic, which remained significant after adjusting for the CD4(+) T cell count and plasma virus load. The same outcome was seen when limiting the analysis to a single large cluster of related sequences, indicating that our results are not due to shifts in the molecular epidemiology of the epidemic in Japan. Moreover, the change in RC was independent of genetic distance between patient-derived sequences and wild-type NL4-3, thus ruling out potential temporal bias due to genetic similarity between patient and historic viral backbone sequences. Collectively, these data indicate that Gag-Protease-associated HIV-1 replication capacity has decreased over the epidemic in Japan. Larger studies from multiple geographical regions will be required to confirm this phenomenon.",PMC3554148,10.1128/JVI.02122-12,genome;characterization;geography,Human Immunodeficy Virus,27407775,,
27998414,2016,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,"Wu, J;Tang, L H;Yang, C G;Yan, H Q;Sun, H;Shen, X",[Application of whole genome sequencing technology in the epidemiology of tuberculosis].,"Objective: To delineate the application of whole genome sequencing technology in the epidemiology of tuberculosis. Methods: From 2009 to 2012, nine Mycobacterium tuberculosis that sharing identical variable number of tandem repeats genotype (VNTR) patterns were reported from two TB cases designated hospitals. Both whole-genome sequencing analysis (WGS) and epidemiologic investigations were performed to describe the transmission patterns of these Mycobacterium tuberculosis. Results: By WGS analysis, two genomic clusters including 7 and 2 Mycobacterium tuberculosis were noticed, respectively. The cluster of 2 cases possessed more than 15 single nucleotide polymorphisms (SNPs) when compared to the cluster of 7 cases and suggesting that the transmission route was independent. The transmission chain based on the SNPs difference showed the process of the propagation direction and the accumulation of drug resistance mutations in each cluster. Conclusion: Using a WGS-based genomic epidemiologic approach, we were able to reconstruct the tuberculosis transmission network, tracing the putative source of the transmission and determining the transmission direction or the missing links.",NA,NA,transmission;outbreak;drug resistance;genome;mBio;genotype,Mycobacterium tuberculosis,27439708,,
24789184,2014,Journal of clinical microbiology,"Veenemans, J;Overdevest, I T;Snelders, E;Willemsen, I;Hendriks, Y;Adesokan, A;Doran, G;Bruso, S;Rolfe, A;Pettersson, A;Kluytmans, J A J W",Next-generation sequencing for typing and detection of resistance genes: performance of a new commercial method during an outbreak of extended-spectrum-beta-lactamase-producing Escherichia coli.,"Next-generation sequencing (NGS) has the potential to provide typing results and detect resistance genes in a single assay, thus guiding timely treatment decisions and allowing rapid tracking of transmission of resistant clones. We evaluated the performance of a new NGS assay (Hospital Acquired Infection BioDetection System; Pathogenica) during an outbreak of sequence type 131 (ST131) Escherichia coli infections in a nursing home in The Netherlands. The assay was performed on 56 extended-spectrum-beta-lactamase (ESBL) E. coli isolates collected during 2 prevalence surveys (March and May 2013). Typing results were compared to those of amplified fragment length polymorphism (AFLP), whereby we visually assessed the agreement of the BioDetection phylogenetic tree with clusters defined by AFLP. A microarray was considered the gold standard for detection of resistance genes. AFLP identified a large cluster of 31 indistinguishable isolates on adjacent departments, indicating clonal spread. The BioDetection phylogenetic tree showed that all isolates of this outbreak cluster were strongly related, while the further arrangement of the tree also largely agreed with other clusters defined by AFLP. The BioDetection assay detected ESBL genes in all but 1 isolate (sensitivity, 98%) but was unable to discriminate between ESBL and non-ESBL TEM and SHV beta-lactamases or to specify CTX-M genes by group. The performance of the hospital-acquired infection (HAI) BioDetection System for typing of E. coli isolates compared well with the results of AFLP. Its performance with larger collections from different locations, and for typing of other species, was not evaluated and needs further study.",PMC4097710,10.1128/JCM.00313-14,drug resistance;mBio;genome;diversity,Escherichia coli,27587679,,
24433026,2014,"Microbial drug resistance (Larchmont, N.Y.)","Luo, Yanping;Yang, Jiyong;Ye, Liyan;Guo, Lin;Zhao, Qiang;Chen, Rong;Chen, Yong;Han, Xuelin;Zhao, Jingya;Tian, Shuguang;Han, Li","Characterization of KPC-2-producing Escherichia coli, Citrobacter freundii, Enterobacter cloacae, Enterobacter aerogenes, and Klebsiella oxytoca isolates from a Chinese Hospital.","Twelve nonduplicated KPC-2-producing enterobacterial isolates, including three Escherichia coli, two Citrobacter freundii, two Enterobacter cloacae, four Enterobacter aerogenes, and one Klebsiella oxytoca, were collected from various clinical samples within 18 months (March 2011 to September 2012). Two of the 12 patients died from infections caused by KPC-2-producing pathogens, while the rest of the patients with KPC-2-producing pathogens improved or were cured. The majority of the clinical isolates exhibited a high-level of resistance to oxyimino-cephalosporins and carbapenems, and possessed self-transferable bla(KPC-2)-carrying plasmids with sizes ranging from 20 to 120â€‰kb. Most isolates carried bla(CTX-M) and plasmid-mediated quinolone resistance genes, while some isolates produced 16S rRNA methylases (ArmA or RmtB). The genetic environment of bla(KPC-2) of most clinical strains was consistent with the genetic structure surrounding bla(KPC-2) on the plasmid pKP048, which contains an integration structure of a Tn3-based transposon and partial Tn4401 segment. Inserted fragments (truncated bla(TEM)) were detected upstream of the bla(KPC-2) gene for two E. aerogenes strains. In conclusion, the enterobacterial isolates exhibited sporadic emergence and did not arise by clonal spread at our hospital. The outcome of infections caused by KPC-producing enterobacterial isolates and their mortality were closely associated with the baseline condition of patients. The spread of bla(KPC-2) gene between different enterobacterial species in China was mainly mediated by horizontal transfer of the Tn3-based transposons and not the bla(KPC-2)-carrying plasmids.",NA,NA,drug resistance;mBio;characterization;genome;diversity,Escherichia coli,27587679,,
