samplePhase,PMID,YearPub,Journal,Authors,Title,Abstract,PMCID,DOI,concepts,revised concepts,Pathogen,Include ,Exclusion Reason
First,27530751,2016,The Journal of antimicrobial chemotherapy,"Carter, Glen P;Buultjens, Andrew H;Ballard, Susan A;Baines, Sarah L;Tomita, Takehiro;Strachan, Janet;Johnson, Paul D R;Ferguson, John K;Seemann, Torsten;Stinear, Timothy P;Howden, Benjamin P",Emergence of endemic MLST non-typeable vancomycin-resistant Enterococcus faecium.,"BACKGROUND: Enterococcus faecium is a major nosocomial pathogen causing significant morbidity and mortality worldwide. Assessment of E. faecium using MLST to understand the spread of this organism is an important component of hospital infection control measures. Recent studies, however, suggest that MLST might be inadequate for E. faecium surveillance.OBJECTIVES: To use WGS to characterize recently identified vancomycin-resistant E. faecium (VREfm) isolates non-typeable by MLST that appear to be causing a multi-jurisdictional outbreak in Australia.METHODS: Illumina NextSeq and Pacific Biosciences SMRT sequencing platforms were used to determine the genome sequences of 66 non-typeable E. faecium (NTEfm) isolates. Phylogenetic and bioinformatics analyses were subsequently performed using a number of in silico tools.RESULTS: Sixty-six E. faecium isolates were identified by WGS from multiple health jurisdictions in Australia that could not be typed by MLST due to a missing pstS allele. SMRT sequencing and complete genome assembly revealed a large chromosomal rearrangement in representative strain DMG1500801, which likely facilitated the deletion of the pstS region. Phylogenomic analysis of this population suggests that deletion of pstS within E. faecium has arisen independently on at least three occasions. Importantly, the majority of these isolates displayed a vancomycin-resistant genotype.CONCLUSIONS: We have identified NTEfm isolates that appear to be causing a multi-jurisdictional outbreak in Australia. Identification of these isolates has important implications for MLST-based typing activities designed to monitor the spread of VREfm and provides further evidence supporting the use of WGS for hospital surveillance of E. faecium.",NA,NA,control;characterization;genome;drug resistance,,Enterococcus faecium,Y,
First,27374710,2016,Annals of laboratory medicine,"Kim, Mi Na;Ko, Young Jin;Seong, Moon Woo;Kim, Jae Seok;Shin, Bo Moon;Sung, Heungsup",Analytical and Clinical Validation of Six Commercial Middle East Respiratory Syndrome Coronavirus RNA Detection Kits Based on Real-Time Reverse-Transcription PCR.,"BACKGROUND: During the 2015 outbreak of Middle East Respiratory Syndrome coronavirus (MERS-CoV), six different commercial MERS-CoV RNA detection kits based on real-time reverse-transcription polymerase chain reaction (rRT-PCR) were available in Korea. We performed analytical and clinical validations of these kits.METHODS: PowerChek (Kogene Biotech, Korea), DiaPlexQ (SolGent, Korea), Anyplex (Seegene, Korea), AccuPower (Bioneer, Korea), LightMix (Roche Molecular Diagnostics, Switzerland), and UltraFast kits (Nanobiosys, Korea) were evaluated. Limits of detection (LOD) with 95% probability values were estimated by testing 16 replicates of upstream of the envelope gene (upE) and open reading frame 1a (ORF1a) RNA transcripts. Specificity was estimated by using 28 nasopharyngeal swabs that were positive for other respiratory viruses. Clinical sensitivity was evaluated by using 18 lower respiratory specimens. The sensitivity test panel and the high inhibition panel were composed of nine specimens each, including eight and six specimens that were positive for MERS-CoV, respectively.RESULTS: The LODs for upE ranged from 21.88 to 263.03 copies/reaction, and those for ORF1a ranged from 6.92 to 128.82 copies/reaction. No cross-reactivity with other respiratory viruses was found. All six kits correctly identified 8 of 8 (100%) positive clinical specimens. Based on results from the high inhibition panel, PowerChek and AccuPower were the least sensitive to the presence of PCR inhibition.CONCLUSIONS: The overall sensitivity and specificity of all six assay systems were sufficient for diagnosing MERS-CoV infection. However, the analytical sensitivity and detection ability in specimens with PCR inhibition could be improved with the use of appropriate internal controls.",PMC4940488,10.3343/alm.2016.36.5.450,outbreak;mBio,,SARS Coronavirus;MERS coronavirus,N,"methods, some figures but not genEpi "
First,27209148,2016,"Lancet (London, England)","Jacobs, Michael;Rodger, Alison;Bell, David J;Bhagani, Sanjay;Cropley, Ian;Filipe, Ana;Gifford, Robert J;Hopkins, Susan;Hughes, Joseph;Jabeen, Farrah;Johannessen, Ingolfur;Karageorgopoulos, Drosos;Lackenby, Angie;Lester, Rebecca;Liu, Rebecca S N;MacConnachie, Alisdair;Mahungu, Tabitha;Martin, Daniel;Marshall, Neal;Mepham, Stephen;Orton, Richard;Palmarini, Massimo;Patel, Monika;Perry, Colin;Peters, S Erica;Porter, Duncan;Ritchie, David;Ritchie, Neil D;Seaton, R Andrew;Sreenu, Vattipally B;Templeton, Kate;Warren, Simon;Wilkie, Gavin S;Zambon, Maria;Gopal, Robin;Thomson, Emma C",Late Ebola virus relapse causing meningoencephalitis: a case report.,"BACKGROUND: There are thousands of survivors of the 2014 Ebola outbreak in west Africa. Ebola virus can persist in survivors for months in immune-privileged sites; however, viral relapse causing life-threatening and potentially transmissible disease has not been described. We report a case of late relapse in a patient who had been treated for severe Ebola virus disease with high viral load (peak cycle threshold value 13.2).METHODS: A 39-year-old female nurse from Scotland, who had assisted the humanitarian effort in Sierra Leone, had received intensive supportive treatment and experimental antiviral therapies, and had been discharged with undetectable Ebola virus RNA in peripheral blood. The patient was readmitted to hospital 9 months after discharge with symptoms of acute meningitis, and was found to have Ebola virus in cerebrospinal fluid (CSF). She was treated with supportive therapy and experimental antiviral drug GS-5734 (Gilead Sciences, San Francisco, Foster City, CA, USA). We monitored Ebola virus RNA in CSF and plasma, and sequenced the viral genome using an unbiased metagenomic approach.FINDINGS: On admission, reverse transcriptase PCR identified Ebola virus RNA at a higher level in CSF (cycle threshold value 23.7) than plasma (31.3); infectious virus was only recovered from CSF. The patient developed progressive meningoencephalitis with cranial neuropathies and radiculopathy. Clinical recovery was associated with addition of high-dose corticosteroids during GS-5734 treatment. CSF Ebola virus RNA slowly declined and was undetectable following 14 days of treatment with GS-5734. Sequencing of plasma and CSF viral genome revealed only two non-coding changes compared with the original infecting virus.INTERPRETATION: Our report shows that previously unanticipated, late, severe relapses of Ebola virus can occur, in this case in the CNS. This finding fundamentally redefines what is known about the natural history of Ebola virus infection. Vigilance should be maintained in the thousands of Ebola survivors for cases of relapsed infection. The potential for these cases to initiate new transmission chains is a serious public health concern.FUNDING: Royal Free London NHS Foundation Trust.",PMC4967715,10.1016/S0140-6736(16)30386-5,clinical;treatment;genome;diagnosis;diversity,,Microbiota;Ebola virus,Y,"very unique tho, it's a case report"
First,27075261,2016,Nature reviews. Gastroenterology &amp; hepatology,"Thomas, Emmanuel;Liang, T Jake",Experimental models of hepatitis B and C - new insights and progress.,"Viral hepatitis is a major cause of morbidity and mortality, affecting hundreds of millions of people worldwide. Hepatitis-causing viruses initiate disease by establishing both acute and chronic infections, and several of these viruses are specifically associated with the development of hepatocellular carcinoma. Consequently, intense research efforts have been focusing on increasing our understanding of hepatitis virus biology and on improving antiviral therapy and vaccination strategies. Although valuable information on viral hepatitis emerged from careful epidemiological studies on sporadic outbreaks in humans, experimental models using cell culture, rodent and non-human primates were essential in advancing the field. Through the use of these experimental models, improvement in both the treatment and prevention of viral hepatitis has progressed rapidly; however, agents of viral hepatitis are still among the most common pathogens infecting humans. In this Review, we describe the important part that these experimental models have played in the study of viral hepatitis and led to monumental advances in our understanding and treatment of these pathogens. Ongoing developments in experimental models are also described.",NA,NA,cancer,,Heptatis - General,N,"review, mainly illustrative figures"
First,27030492,2016,Journal of clinical microbiology,"Go, Yun Young;Rajapakse, R P V Jayanthe;Kularatne, Senanayake A M;Lee, Pei-Yu Alison;Ku, Keun Bon;Nam, Sangwoo;Chou, Pin-Hsing;Tsai, Yun-Long;Liu, Yu-Lun;Chang, Hsiao-Fen Grace;Wang, Hwa-Tang Thomas;Balasuriya, Udeni B R",A Pan-Dengue Virus Reverse Transcription-Insulated Isothermal PCR Assay Intended for Point-of-Need Diagnosis of Dengue Virus Infection by Use of the POCKIT Nucleic Acid Analyzer.,"Dengue virus (DENV) infection is considered a major public health problem in developing tropical countries where the virus is endemic and continues to cause major disease outbreaks every year. Here, we describe the development of a novel, inexpensive, and user-friendly diagnostic assay based on a reverse transcription-insulated isothermal PCR (RT-iiPCR) method for the detection of all four serotypes of DENV in clinical samples. The diagnostic performance of the newly established pan-DENV RT-iiPCR assay targeting a conserved 3' untranslated region of the viral genome was evaluated. The limit of detection with a 95% confidence was estimated to be 10 copies of in vitro-transcribed (IVT) RNA. Sensitivity analysis using RNA prepared from 10-fold serial dilutions of tissue culture fluid containing DENVs suggested that the RT-iiPCR assay was comparable to the multiplex real-time quantitative RT-PCR (qRT-PCR) assay for DENV-1, -3, and -4 detection but 10-fold less sensitive for DENV-2 detection. Subsequently, plasma collected from patients suspected of dengue virus infection (n = 220) and individuals not suspected of dengue virus infection (n = 45) were tested by the RT-iiPCR and compared to original test results using a DENV NS1 antigen rapid test and the qRT-PCR. The diagnostic agreement of the pan-DENV RT-iiPCR, NS1 antigen rapid test, and qRT-PCR tests was 93.9%, 84.5%, and 97.4%, respectively, compared to the composite reference results. This new RT-iiPCR assay along with the portable POCKIT nucleic acid analyzer could provide a highly reliable, sensitive, and specific point-of-need diagnostic assay for the diagnosis of DENV in clinics and hospitals in developing countries.",PMC4879308,10.1128/JCM.00225-16,outbreak;genome;mBio,,Dengue virus,N,"one figure only, and it's a UI,  not sure, mostly rejecting tho"
First,26723873,2016,International journal of medical microbiology : IJMM,"SzijÃ¡rtÃ_, ValÃ©ria;Guachalla, Luis Miguel;Hartl, Katharina;Varga, CecÃ_lia;Banerjee, Pallavi;Stojkovic, Katarina;Kaszowska, Marta;Nagy, Eszter;Lukasiewicz, Jolanta;Nagy, GÃ¡bor",Both clades of the epidemic KPC-producing Klebsiella pneumoniae clone ST258 share a modified galactan O-antigen type.,"Klebsiella pneumoniae ST258 is a globally disseminated, extremely drug resistant, nosocomial clone with limited treatment options. We show that the vast majority of ST258 isolates express modified d-galactan-I lipopolysaccharide O-antigen, termed hereinafter as D-galactan-III. The genetic determinant required for galactan-III synthesis was identified as a distinct operon adjacent to the rfb (wb) locus encoding D-galactan-I synthesis. The three genes within the operon encode predicted glycosyltransferases. Testing an isogenic transformant pair revealed that expression of D-galactan-III, in comparison to D-galactan-I, conferred improved survival in the presence of human serum. Eighty-three percent of the more than 200 ST258 draft genome sequences currently available carries the corresponding operon and hence these isolates are predicted to express galactan-III antigens. A D-galactan-III specific monoclonal antibody (mAb) was shown to bind to extracted LPS from a panel of ST258 isolates. The same mAb confirmed accessibility of galactan-III in surface staining of ST258 irrespective of the distinct capsular antigens expressed by both clades described previously. Based on these data, the galactan-III antigen may represent an attractive target for active and passive immunization approaches against K. pneumoniae ST258.",NA,NA,genome;drug resistance,,Klebsiella pneumonia,N,not accessible from UBC
First,26598368,2015,Journal of bacteriology,"Box, Allison M;McGuffie, Matthew J;O'Hara, Brendan J;Seed, Kimberley D",Functional Analysis of Bacteriophage Immunity through a Type I-E CRISPR-Cas System in Vibrio cholerae and Its Application in Bacteriophage Genome Engineering.,"The classical and El Tor biotypes of Vibrio cholerae serogroup O1, the etiological agent of cholera, are responsible for the sixth and seventh (current) pandemics, respectively. A genomic island (GI), GI-24, previously identified in a classical biotype strain of V. cholerae, is predicted to encode clustered regularly interspaced short palindromic repeat (CRISPR)-associated proteins (Cas proteins); however, experimental evidence in support of CRISPR activity in V. cholerae has not been documented. Here, we show that CRISPR-Cas is ubiquitous in strains of the classical biotype but excluded from strains of the El Tor biotype. We also provide in silico evidence to suggest that CRISPR-Cas actively contributes to phage resistance in classical strains. We demonstrate that transfer of GI-24 to V. cholerae El Tor via natural transformation enables CRISPR-Cas-mediated resistance to bacteriophage CP-T1 under laboratory conditions. To elucidate the sequence requirements of this type I-E CRISPR-Cas system, we engineered a plasmid-based system allowing the directed targeting of a region of interest. Through screening for phage mutants that escape CRISPR-Cas-mediated resistance, we show that CRISPR targets must be accompanied by a 3' TT protospacer-adjacent motif (PAM) for efficient interference. Finally, we demonstrate that efficient editing of V. cholerae lytic phage genomes can be performed by simultaneously introducing an editing template that allows homologous recombination and escape from CRISPR-Cas targeting.</AbstractText>: The classical and El Tor biotypes of Vibrio cholerae serogroup O1, the etiological agent of cholera, are responsible for the sixth and seventh (current) pandemics, respectively. A genomic island (GI), GI-24, previously identified in a classical biotype strain of V. cholerae, is predicted to encode clustered regularly interspaced short palindromic repeat (CRISPR)-associated proteins (Cas proteins); however, experimental evidence in support of CRISPR activity in V. cholerae has not been documented. Here, we show that CRISPR-Cas is ubiquitous in strains of the classical biotype but excluded from strains of the El Tor biotype. We also provide in silico evidence to suggest that CRISPR-Cas actively contributes to phage resistance in classical strains. We demonstrate that transfer of GI-24 to V. cholerae El Tor via natural transformation enables CRISPR-Cas-mediated resistance to bacteriophage CP-T1 under laboratory conditions. To elucidate the sequence requirements of this type I-E CRISPR-Cas system, we engineered a plasmid-based system allowing the directed targeting of a region of interest. Through screening for phage mutants that escape CRISPR-Cas-mediated resistance, we show that CRISPR targets must be accompanied by a 3' TT protospacer-adjacent motif (PAM) for efficient interference. Finally, we demonstrate that efficient editing of V. cholerae lytic phage genomes can be performed by simultaneously introducing an editing template that allows homologous recombination and escape from CRISPR-Cas targeting.IMPORTANCE: Cholera, caused by the facultative pathogen Vibrio cholerae, remains a serious public health threat. Clustered regularly interspaced short palindromic repeats and CRISPR-associated proteins (CRISPR-Cas) provide prokaryotes with sequence-specific protection from invading nucleic acids, including bacteriophages. In this work, we show that one genomic feature differentiating sixth pandemic (classical biotype) strains from seventh pandemic (El Tor biotype) strains is the presence of a CRISPR-Cas system in the classical biotype. We demonstrate that the CRISPR-Cas system from a classical biotype strain can be transferred to a V. cholerae El Tor biotype strain and that it is functional in providing resistance to phage infection. Finally, we show that this CRISPR-Cas system can be used as an efficient tool for the editing of V. cholerae lytic phage genomes.",PMC4719448,10.1128/JB.00747-15,drug resistance;genome;clinical;diagnosis,,Vibrio cholerae,M,"methods, some intersting figures, functional analysis of outbreak strains"
First,26396243,2015,mBio,"Thrane, Sandra Wingaard;Taylor, VÃ©ronique L;Freschi, Luca;Kukavica-Ibrulj, Irena;Boyle, Brian;Laroche, JÃ©rÃ´me;Pirnay, Jean-Paul;LÃ©vesque, Roger C;Lam, Joseph S;Jelsbak, Lars",The Widespread Multidrug-Resistant Serotype O12 Pseudomonas aeruginosa Clone Emerged through Concomitant Horizontal Transfer of Serotype Antigen and Antibiotic Resistance Gene Clusters.,"The O-specific antigen (OSA) in Pseudomonas aeruginosa lipopolysaccharide is highly varied by sugar identity, side chains, and bond between O-repeats. These differences classified P.Â aeruginosa into 20 distinct serotypes. In the past few decades, O12 has emerged as the predominant serotype in clinical settings and outbreaks. These serotype O12 isolates exhibit high levels of resistance to various classes of antibiotics. Here, we explore how the P.Â aeruginosa OSA biosynthesis gene clusters evolve in the population by investigating the association between the phylogenetic relationships among 83 P.Â aeruginosa strains and their serotypes. While most serotypes were closely linked to the core genome phylogeny, we observed horizontal exchange of OSA biosynthesis genes among phylogenetically distinct P.Â aeruginosa strains. Specifically, we identified a &quot;serotype island&quot; ranging from 62Â kb to 185Â kb containing the P.Â aeruginosa O12 OSA gene cluster, an antibiotic resistance determinant (gyrA(C248T)), and other genes that have been transferred between P.Â aeruginosa strains with distinct core genome architectures. We showed that these genes were likely acquired from an O12 serotype strain that is closely related to P.Â aeruginosa PA7. Acquisition and recombination of the &quot;serotype island&quot; resulted in displacement of the native OSA gene cluster and expression of the O12 serotype in the recipients. Serotype switching by recombination has apparently occurred multiple times involving bacteria of various genomic backgrounds. In conclusion, serotype switching in combination with acquisition of an antibiotic resistance determinant most likely contributed to the dissemination of the O12 serotype in clinical settings.</AbstractText>: The O-specific antigen (OSA) in Pseudomonas aeruginosa lipopolysaccharide is highly varied by sugar identity, side chains, and bond between O-repeats. These differences classified P.Â aeruginosa into 20 distinct serotypes. In the past few decades, O12 has emerged as the predominant serotype in clinical settings and outbreaks. These serotype O12 isolates exhibit high levels of resistance to various classes of antibiotics. Here, we explore how the P.Â aeruginosa OSA biosynthesis gene clusters evolve in the population by investigating the association between the phylogenetic relationships among 83 P.Â aeruginosa strains and their serotypes. While most serotypes were closely linked to the core genome phylogeny, we observed horizontal exchange of OSA biosynthesis genes among phylogenetically distinct P.Â aeruginosa strains. Specifically, we identified a &quot;serotype island&quot; ranging from 62Â kb to 185Â kb containing the P.Â aeruginosa O12 OSA gene cluster, an antibiotic resistance determinant (gyrA(C248T)), and other genes that have been transferred between P.Â aeruginosa strains with distinct core genome architectures. We showed that these genes were likely acquired from an O12 serotype strain that is closely related to P.Â aeruginosa PA7. Acquisition and recombination of the &quot;serotype island&quot; resulted in displacement of the native OSA gene cluster and expression of the O12 serotype in the recipients. Serotype switching by recombination has apparently occurred multiple times involving bacteria of various genomic backgrounds. In conclusion, serotype switching in combination with acquisition of an antibiotic resistance determinant most likely contributed to the dissemination of the O12 serotype in clinical settings.IMPORTANCE: Infection rates in hospital settings by multidrug-resistant (MDR) Pseudomonas aeruginosa clones have increased during the past decades, and serotype O12 is predominant among these epidemic strains. It is not known why the MDR phenotype is associated with serotype O12 and how this clone type has emerged. This study shows that evolution of MDR O12 strains involved a switch from an ancestral O4 serotype to O12. Serotype switching was the result of horizontal transfer and genetic recombination of lipopolysaccharide (LPS) biosynthesis genes originating from an MDR taxonomic outlier P.Â aeruginosa strain. Moreover, the recombination event also resulted in acquisition of antibiotic resistance genes. These results impact on our understanding of MDR outbreak strain and serotype evolution and can potentially assist in better monitoring and prevention.",PMC4600120,10.1128/mBio.01396-15,phylogeny;drug resistance;cluster;genome;outbreak,,Pseudomona aeruginosa,Y,
First,25888853,2015,Virology journal,"Razanajatovo, Norosoa H;Nomenjanahary, Lalaina A;Wilkinson, David A;Razafimanahaka, Julie H;Goodman, Steven M;Jenkins, Richard K;Jones, Julia P G;Heraud, Jean-Michel",Detection of new genetic variants of Betacoronaviruses in Endemic Frugivorous Bats of Madagascar.,"BACKGROUND: Bats are amongst the natural reservoirs of many coronaviruses (CoVs) of which some can lead to severe infection in human. African bats are known to harbor a range of pathogens (e.g., Ebola and Marburg viruses) that can infect humans and cause disease outbreaks. A recent study in South Africa isolated a genetic variant closely related to MERS-CoV from an insectivorous bat. Though Madagascar is home to 44 bat species (41 insectivorous and 3 frugivorous) of which 34 are endemic, no data exists concerning the circulation of CoVs in the island's chiropteran fauna. Certain Malagasy bats can be frequently found in close contact with humans and frugivorous bats feed in the same trees where people collect and consume fruits and are hunted and consumed as bush meat. The purpose of our study is to detect and identify CoVs from frugivorous bats in Madagascar to evaluate the risk of human infection from infected bats.METHODS: Frugivorous bats belonging to three species were captured in four different regions of Madagascar. We analyzed fecal and throat swabs to detect the presence of virus through amplification of the RNA-dependent RNA polymerase (RdRp) gene, which is highly conserved in all known coronaviruses. Phylogenetic analyses were performed from positive specimens.RESULTS: From 351 frugivorous bats, we detected 14 coronaviruses from two endemic bats species, of which 13 viruses were identified from Pteropus rufus and one from Eidolon dupreanum, giving an overall prevalence of 4.5%. Phylogenetic analysis revealed that the Malagasy strains belong to the genus Betacoronavirus but form three distinct clusters, which seem to represent previously undescribed genetic lineages.CONCLUSIONS: Our findings suggest that CoVs circulate in frugivorous bats of Madagascar, demonstrating the needs to evaluate spillover risk to human populations especially for individuals that hunt and consume infected bats. Possible dispersal mechanisms as to how coronaviruses arrived on Madagascar are discussed.",PMC4404003,10.1186/s12985-015-0271-y,phylogeny;reservoir,,MERS coronavirus,Y,
First,25860693,2015,PloS one,"Lambert, Dominic;Carrillo, Catherine D;Koziol, Adam G;Manninger, Paul;Blais, Burton W",GeneSippr: a rapid whole-genome approach for the identification and characterization of foodborne pathogens such as priority Shiga toxigenic Escherichia coli.,"The timely identification and characterization of foodborne bacteria for risk assessment purposes is a key operation in outbreak investigations. Current methods require several days and/or provide low-resolution characterization. Here we describe a whole-genome-sequencing (WGS) approach (GeneSippr) enabling same-day identification of colony isolates recovered from investigative food samples. The identification of colonies of priority Shiga-toxigenic Escherichia coli (STEC) (i.e., serogroups O26, O45, O103, O111, O121, O145 and O157) served as a proof of concept. Genomic DNA was isolated from single colonies and sequencing was conducted on the Illumina MiSeq instrument with raw data sampling from the instrument following 4.5 hrs of sequencing. Modeling experiments indicated that datasets comprised of 21-nt reads representing approximately 4-fold coverage of the genome were sufficient to avoid significant gaps in sequence data. A novel bioinformatic pipeline was used to identify the presence of specific marker genes based on mapping of the short reads to reference sequence libraries, along with the detection of dispersed conserved genomic markers as a quality control metric to assure the validity of the analysis. STEC virulence markers were correctly identified in all isolates tested, and single colonies were identified within 9 hrs. This method has the potential to produce high-resolution characterization of STEC isolates, and whole-genome sequence data generated following the GeneSippr analysis could be used for isolate identification in place of lengthy biochemical characterization and typing methodologies. Significant advantages of this procedure include ease of adaptation to the detection of any gene marker of interest, as well as to the identification of other foodborne pathogens for which genomic markers have been defined.",PMC4393293,10.1371/journal.pone.0122928,vector;outbreak;genome;mBio,,Escherichia coli,N,"method, figures are workflow"
First,25816506,2015,"Zhurnal mikrobiologii, epidemiologii, i immunobiologii","Rykovskaia, O A;Smolikova, L M;Monakhova, E V;Chemisova, O S;PodoÄ_nitsyna, O A;Golenishcheva, E N;Sanamiants, E M;Sagakiants, M M;Dalikova, R R",[Collection of Vibrio parahaemolyticus species members: phenotypic and genotypic characteristics].,"AIM: Formation of Vibrio parahaemolyticus collection according to modern methodical opportunities and understanding of causative agent biology.MATERIALS AND METHODS: Traditional biochemical tests and PCR-testing of species-specific genes were used to confirm species membership. Catalase, DNAse, proteolytic and tweenase activity was determined by common methods. Virulence was evaluated by a complex method: hemolytic activity was determined in Kanagawa test (KT), urease--in Christensen medium, PRC-testing of tdh and-trh genes. Serotyping was carried out with a commercial O/K-sera kit. PCR-genotyping was carried out by marker genes of 7 pathogenicity islands (VPaI-1-7).RESULTS: Species membership was confirmed for the studied strains. Serologic typing allowed to detect members of 18 serologic groups among the collection strains. All the collection cultures were divided into 4 groups based on KT-Ure-tdh-trh features recombination. A number of genetic variants were detected, strains belonging to a pandemic group and O3:K6 serogroup were determined.CONCLUSION: A collection of V. parahaemolyticus cultures was formed and characterized by a large set of pheno- and genotypic features. A database was developed including information on strain origins, pheno- and genetic features, with genetic variants given, for ease of use of the collection.",NA,NA,drug resistance;genome,,Vibrio parahaemolyticus,N,article not accesible from UBC
First,25722857,2015,Genomics discovery,"Mukherjee, Munmun;Kakarla, Prathusha;Kumar, Sanath;Gonzalez, Esmeralda;Floyd, Jared T;Inupakutika, Madhuri;Devireddy, Amith Reddy;Tirrell, Selena R;Bruns, Merissa;He, Guixin;Lindquist, Ingrid E;Sundararajan, Anitha;Schilkey, Faye D;Mudge, Joann;Varela, Manuel F",Comparative genome analysis of non-toxigenic non-O1 versus toxigenic O1 Vibrio cholerae.,"Pathogenic strains of Vibrio cholerae are responsible for endemic and pandemic outbreaks of the disease cholera. The complete toxigenic mechanisms underlying virulence in Vibrio strains are poorly understood. The hypothesis of this work was that virulent versus non-virulent strains of V. cholerae harbor distinctive genomic elements that encode virulence. The purpose of this study was to elucidate genomic differences between the O1 serotypes and non-O1 V. cholerae PS15, a non-toxigenic strain, in order to identify novel genes potentially responsible for virulence. In this study, we compared the whole genome of the non-O1 PS15 strain to the whole genomes of toxigenic serotypes at the phylogenetic level, and found that the PS15 genome was distantly related to those of toxigenic V. cholerae. Thus we focused on a detailed gene comparison between PS15 and the distantly related O1 V. cholerae N16961. Based on sequence alignment we tentatively assigned chromosome numbers 1 and 2 to elements within the genome of non-O1 V. cholerae PS15. Further, we found that PS15 and O1 V. cholerae N16961 shared 98% identity and 766 genes, but of the genes present in N16961 that were missing in the non-O1 V. cholerae PS15 genome, 56 were predicted to encode not only for virulence-related genes (colonization, antimicrobial resistance, and regulation of persister cells) but also genes involved in the metabolic biosynthesis of lipids, nucleosides and sulfur compounds. Additionally, we found 113 genes unique to PS15 that were predicted to encode other properties related to virulence, disease, defense, membrane transport, and DNA metabolism. Here, we identified distinctive and novel genomic elements between O1 and non-O1 V. cholerae genomes as potential virulence factors and, thus, targets for future therapeutics. Modulation of such novel targets may eventually enhance eradication efforts of endemic and pandemic disease cholera in afflicted nations.",PMC4338557,10.7243/2052-7993-2-1,characterization;genome,,Vibrio cholerae,N,"mostly mBio, a lot of characterixation, broader application to genEpi not presented, there is a phylogenetic tree"
First,25480685,2014,Genome biology and evolution,"Dettman, Jeremy R;Rodrigue, Nicolas;Kassen, Rees",Genome-wide patterns of recombination in the opportunistic human pathogen Pseudomonas aeruginosa.,"The bacterium Pseudomonas aeruginosa is a significant cause of acute nosocomial infections as well as chronic respiratory infections in patients with cystic fibrosis (CF). Recent reports of the intercontinental spread of a CF-specific epidemic strain, combined with high intrinsic levels of antibiotic resistance, have made this opportunistic pathogen an important public health concern. Strain-specific differences correlate with variation in clinical outcomes of infected CF patients, increasing the urgency to understand the evolutionary origin of genetic factors conferring important phenotypes that enable infection, virulence, or resistance. Here, we describe the genome-wide patterns of homologous and nonhomologous recombination in P. aeruginosa, and the extent to which the genomes are affected by these diversity-generating processes. Based on whole-genome sequence data from 32 clinical isolates of P. aeruginosa, we examined the rate and distribution of recombination along the genome, and its effect on the reconstruction of phylogenetic relationships. Multiple lines of evidence suggested that recombination was common and usually involves short stretches of DNA (200-300 bp). Although mutation was the main source of nucleotide diversity, the import of polymorphisms by homologous recombination contributed nearly as much. We also identified the genomic regions with frequent recombination, and the specific sequences of recombinant origin within epidemic strains. The functional characteristics of the genes contained therein were examined for potential associations with a pathogenic lifestyle or adaptation to the CF lung environment. A common link between many of the high-recombination genes was their functional affiliation with the cell wall, suggesting that the products of recombination may be maintained by selection for variation in cell-surface molecules that allows for evasion of the host immune system.",PMC4316616,10.1093/gbe/evu260,clinical;genome;phylogeny;outbreak;outcome;drug resistance;vector,,Pseudomona aeruginosa,Y,
First,25367909,2014,Antimicrobial agents and chemotherapy,"Gaiarsa, Stefano;Comandatore, Francesco;Gaibani, Paolo;Corbella, Marta;Dalla Valle, Claudia;Epis, Sara;Scaltriti, Erika;Carretto, Edoardo;Farina, Claudio;Labonia, Maria;Landini, Maria Paola;Pongolini, Stefano;Sambri, Vittorio;Bandi, Claudio;Marone, Piero;Sassera, Davide",Genomic epidemiology of Klebsiella pneumoniae in Italy and novel insights into the origin and global evolution of its resistance to carbapenem antibiotics.,"Klebsiella pneumoniae is at the forefront of antimicrobial resistance for Gram-negative pathogenic bacteria, as strains resistant to third-generation cephalosporins and carbapenems are widely reported. The worldwide diffusion of these strains is of great concern due to the high morbidity and mortality often associated with K. pneumoniae infections in nosocomial environments. We sequenced the genomes of 89 K. pneumoniae strains isolated in six Italian hospitals. Strains were selected based on antibiotypes, regardless of multilocus sequence type, to obtain a picture of the epidemiology of K. pneumoniae in Italy. Thirty-one strains were carbapenem-resistant K. pneumoniae carbapenemase producers, 29 were resistant to third-generation cephalosporins, and 29 were susceptible to the aforementioned antibiotics. The genomes were compared to all of the sequences available in the databases, obtaining a data set of 319 genomes spanning the known diversity of K. pneumoniae worldwide. Bioinformatic analyses of this global data set allowed us to construct a whole-species phylogeny, to detect patterns of antibiotic resistance distribution, and to date the differentiation between specific clades of interest. Finally, we detected an âˆ_ 1.3-Mb recombination that characterizes all of the isolates of clonal complex 258, the most widespread carbapenem-resistant group of K. pneumoniae. The evolution of this complex was modeled, dating the newly detected and the previously reported recombination events. The present study contributes to the understanding of K. pneumoniae evolution, providing novel insights into its global genomic characteristics and drawing a dated epidemiological scenario for this pathogen in Italy.",PMC4291437,10.1128/AAC.04224-14,drug resistance;mBio;phylogeny;genotype,,Klebsiella pneumonia,Y,
